1000, 1570486, 1, 0, 0
2000, 1527100, 1, 0, 0
3000, 1546027, 1, 0, 0
4000, 1543836, 1, 0, 0
5000, 1551359, 1, 0, 0
6000, 1520944, 1, 0, 0
7000, 1560573, 1, 0, 0
8000, 1555688, 1, 0, 0
9000, 1591394, 1, 0, 0
10000, 1552448, 1, 0, 0
11000, 1556752, 1, 0, 0
12000, 1558727, 1, 0, 0
13000, 1576846, 1, 0, 0
14000, 1574502, 1, 0, 0
15000, 1616836, 1, 0, 0
16000, 1584224, 1, 0, 0
17000, 1570116, 1, 0, 0
18000, 1570261, 1, 0, 0
19000, 1592396, 1, 0, 0
20000, 1754455, 1, 0, 0
21000, 1690601, 1, 0, 0
22002, 1576123, 1, 0, 0
23000, 1541622, 1, 0, 0
24000, 1583414, 1, 0, 0
25000, 1585603, 1, 0, 0
26000, 1857507, 1, 0, 0
27000, 1848254, 1, 0, 0
28000, 2096672, 1, 0, 0
29001, 2867512, 1, 0, 0
30000, 3701092, 1, 0, 0
31344, 3903618, 1, 0, 0
32000, 8474681, 1, 0, 0
33001, 3945660, 1, 0, 0
34000, 4002348, 1, 0, 0
35000, 4427415, 1, 0, 0
36001, 4209477, 1, 0, 0
37000, 3496747, 1, 0, 0
38000, 3401101, 1, 0, 0
39000, 3389143, 1, 0, 0
40001, 3325835, 1, 0, 0
41000, 3305366, 1, 0, 0
42001, 3226371, 1, 0, 0
43000, 3419581, 1, 0, 0
44000, 3331038, 1, 0, 0
45001, 3344367, 1, 0, 0
46003, 3538759, 1, 0, 0
47000, 3545129, 1, 0, 0
48000, 3460945, 1, 0, 0
49000, 3632595, 1, 0, 0
50001, 3487722, 1, 0, 0
51000, 3434596, 1, 0, 0
52001, 3328411, 1, 0, 0
53000, 3376076, 1, 0, 0
54000, 3488376, 1, 0, 0
55000, 3569287, 1, 0, 0
56001, 3499657, 1, 0, 0
57000, 3552896, 1, 0, 0
58000, 3660330, 1, 0, 0
59000, 3448025, 1, 0, 0
60000, 3530297, 1, 0, 0
61000, 3504958, 1, 0, 0
62000, 3514072, 1, 0, 0
63000, 11084047, 1, 0, 0
64000, 4249563, 1, 0, 0
65000, 4469767, 1, 0, 0
66000, 4696471, 1, 0, 0
67000, 4410639, 1, 0, 0
68001, 4224217, 1, 0, 0
69000, 3301046, 1, 0, 0
70000, 3259454, 1, 0, 0
71000, 3278142, 1, 0, 0
72000, 3302641, 1, 0, 0
73003, 3238946, 1, 0, 0
74000, 3269068, 1, 0, 0
75000, 3340553, 1, 0, 0
76005, 3451521, 1, 0, 0
77000, 3530460, 1, 0, 0
78001, 3410632, 1, 0, 0
79000, 3284931, 1, 0, 0
80000, 3462227, 1, 0, 0
81000, 3447293, 1, 0, 0
82000, 3583407, 1, 0, 0
83000, 3324425, 1, 0, 0
84000, 3685169, 1, 0, 0
85001, 3511977, 1, 0, 0
86003, 3546095, 1, 0, 0
87000, 3517895, 1, 0, 0
88000, 3753544, 1, 0, 0
89000, 3899702, 1, 0, 0
90000, 3746278, 1, 0, 0
91001, 3546793, 1, 0, 0
92000, 3860219, 1, 0, 0
93001, 3892923, 1, 0, 0
94270, 3918765, 1, 0, 0
95000, 7023052, 1, 0, 0
96000, 3278532, 1, 0, 0
97000, 3359677, 1, 0, 0
98000, 3309519, 1, 0, 0
99000, 3277972, 1, 0, 0
100002, 3264355, 1, 0, 0
101001, 3302104, 1, 0, 0
102006, 3314232, 1, 0, 0
103000, 3315373, 1, 0, 0
104000, 3335582, 1, 0, 0
105000, 3228797, 1, 0, 0
106002, 3331067, 1, 0, 0
107000, 3322565, 1, 0, 0
108000, 3442187, 1, 0, 0
109000, 3559557, 1, 0, 0
110000, 3676209, 1, 0, 0
111000, 3611587, 1, 0, 0
112001, 3505468, 1, 0, 0
113001, 3746531, 1, 0, 0
114000, 3536416, 1, 0, 0
115000, 3416886, 1, 0, 0
116000, 3495596, 1, 0, 0
117000, 3790062, 1, 0, 0
118000, 3587496, 1, 0, 0
119000, 3708212, 1, 0, 0
120003, 3648239, 1, 0, 0
121002, 3449071, 1, 0, 0
122000, 3471845, 1, 0, 0
123000, 3690240, 1, 0, 0
124000, 3637353, 1, 0, 0
125001, 3548773, 1, 0, 0
126000, 10464925, 1, 0, 0
127002, 4281176, 1, 0, 0
128000, 4147390, 1, 0, 0
129001, 4445014, 1, 0, 0
130001, 4063439, 1, 0, 0
131000, 4601755, 1, 0, 0
132000, 4527622, 1, 0, 0
133000, 4465074, 1, 0, 0
134000, 4503856, 1, 0, 0
135000, 4780631, 1, 0, 0
136000, 4451347, 1, 0, 0
137001, 4446584, 1, 0, 0
138000, 4421769, 1, 0, 0
139001, 4457188, 1, 0, 0
140000, 4418018, 1, 0, 0
141000, 4495388, 1, 0, 0
142008, 4405646, 1, 0, 0
143001, 4391215, 1, 0, 0
144002, 4524402, 1, 0, 0
145000, 4819259, 1, 0, 0
146000, 4715791, 1, 0, 0
147000, 3432266, 1, 0, 0
148000, 3286125, 1, 0, 0
149000, 3209121, 1, 0, 0
150000, 3268451, 1, 0, 0
151000, 3339037, 1, 0, 0
152002, 3332059, 1, 0, 0
153001, 3446490, 1, 0, 0
154000, 3403816, 1, 0, 0
155000, 3337542, 1, 0, 0
156000, 3462354, 1, 0, 0
157204, 3806926, 1, 0, 0
158000, 7175075, 1, 0, 0
159000, 3736042, 1, 0, 0
160000, 3272975, 1, 0, 0
161000, 3188281, 1, 0, 0
162000, 3279555, 1, 0, 0
163002, 3256092, 1, 0, 0
164000, 3254178, 1, 0, 0
165000, 3273423, 1, 0, 0
166000, 3323804, 1, 0, 0
167000, 3291282, 1, 0, 0
168000, 3211183, 1, 0, 0
169000, 3236034, 1, 0, 0
170000, 3328303, 1, 0, 0
171000, 3336935, 1, 0, 0
172001, 3238016, 1, 0, 0
173000, 3276598, 1, 0, 0
174000, 3333521, 1, 0, 0
175000, 3305266, 1, 0, 0
176000, 3361251, 1, 0, 0
177000, 3447692, 1, 0, 0
178000, 3462043, 1, 0, 0
179007, 3550156, 1, 0, 0
180001, 3525881, 1, 0, 0
181000, 3674770, 1, 0, 0
182000, 3763600, 1, 0, 0
183001, 3608147, 1, 0, 0
184000, 3811715, 1, 0, 0
185000, 3877885, 1, 0, 0
186000, 3758669, 1, 0, 0
187000, 3560508, 1, 0, 0
188000, 3790083, 1, 0, 0
189000, 11131214, 1, 0, 0
190000, 3677497, 1, 0, 0
191000, 3650412, 1, 0, 0
192000, 3651998, 1, 0, 0
193004, 3800241, 1, 0, 0
194000, 3724665, 1, 0, 0
195001, 3553418, 1, 0, 0
196000, 3636316, 1, 0, 0
197000, 3958347, 1, 0, 0
198000, 4038354, 1, 0, 0
199001, 3880509, 1, 0, 0
200000, 3892268, 1, 0, 0
201000, 3889277, 1, 0, 0
202000, 3813852, 1, 0, 0
203000, 3750235, 1, 0, 0
204000, 3935516, 1, 0, 0
205000, 3928959, 1, 0, 0
206001, 3955178, 1, 0, 0
207000, 4049974, 1, 0, 0
208000, 3897506, 1, 0, 0
209000, 3851375, 1, 0, 0
210001, 3919843, 1, 0, 0
211000, 3841292, 1, 0, 0
212000, 4081860, 1, 0, 0
213000, 3867595, 1, 0, 0
214000, 3966056, 1, 0, 0
215001, 4105904, 1, 0, 0
216000, 4134598, 1, 0, 0
217000, 4191817, 1, 0, 0
218004, 4138040, 1, 0, 0
219001, 4495721, 1, 0, 0
220175, 4329259, 1, 0, 0
221000, 7173990, 1, 0, 0
222002, 4430961, 1, 0, 0
223000, 4227265, 1, 0, 0
224000, 4476827, 1, 0, 0
225001, 4771126, 1, 0, 0
226000, 3471240, 1, 0, 0
227001, 3304986, 1, 0, 0
228000, 3498469, 1, 0, 0
229000, 3794777, 1, 0, 0
230001, 3840999, 1, 0, 0
231000, 3988847, 1, 0, 0
232000, 3915724, 1, 0, 0
233000, 3825296, 1, 0, 0
234000, 3973890, 1, 0, 0
235000, 4141798, 1, 0, 0
236000, 3933810, 1, 0, 0
237000, 4092675, 1, 0, 0
238000, 4158986, 1, 0, 0
239000, 4035013, 1, 0, 0
240001, 3994299, 1, 0, 0
241000, 4063767, 1, 0, 0
242000, 3939540, 1, 0, 0
243000, 3745276, 1, 0, 0
